Project Usages

Resource,Type,User,Current used by user,Total used by user,Total used,Reserved value,Date,Uploaded at
cpu,Consumable,vsc37824,223.22 Hours,33516.7 Hours,10362220.52 Hours,14350320.0 Hours,23/10/2025 - 00:00,24/10/2025 - 06:03
cpu,Consumable,vsc33651,60.5 Hours,954808.26 Hours,10361997.3 Hours,14350320.0 Hours,23/10/2025 - 00:00,24/10/2025 - 06:03
cpu,Consumable,vsc37549,218.77 Hours,343275.64 Hours,10361936.81 Hours,14350320.0 Hours,23/10/2025 - 00:00,24/10/2025 - 06:03
cpu,Consumable,vsc37824,144.08 Hours,33293.48 Hours,10361718.03 Hours,14350320.0 Hours,22/10/2025 - 00:00,23/10/2025 - 06:03
cpu,Consumable,vsc37549,159.35 Hours,343056.86 Hours,10361573.95 Hours,14350320.0 Hours,22/10/2025 - 00:00,23/10/2025 - 06:03
cpu,Consumable,vsc33651,768.12 Hours,954747.76 Hours,10361414.6 Hours,14350320.0 Hours,22/10/2025 - 00:00,23/10/2025 - 06:03
cpu,Consumable,vsc37824,144.19 Hours,33149.4 Hours,10360646.49 Hours,14350320.0 Hours,21/10/2025 - 00:00,22/10/2025 - 06:03
cpu,Consumable,vsc37549,172.73 Hours,342897.51 Hours,10360502.29 Hours,14350320.0 Hours,21/10/2025 - 00:00,22/10/2025 - 06:03
cpu,Consumable,vsc33651,768.26 Hours,953979.65 Hours,10360329.57 Hours,14350320.0 Hours,21/10/2025 - 00:00,22/10/2025 - 06:03
cpu,Consumable,vsc37824,144.15 Hours,33005.21 Hours,10359561.31 Hours,14350320.0 Hours,20/10/2025 - 00:00,21/10/2025 - 06:03
cpu,Consumable,vsc37549,420.91 Hours,342724.79 Hours,10359417.16 Hours,14350320.0 Hours,20/10/2025 - 00:00,21/10/2025 - 06:03
cpu,Consumable,vsc37824,144.01 Hours,32861.06 Hours,10358996.25 Hours,14350320.0 Hours,19/10/2025 - 00:00,20/10/2025 - 06:03
cpu,Consumable,vsc37824,144.09 Hours,32717.05 Hours,10358852.24 Hours,14350320.0 Hours,18/10/2025 - 00:00,19/10/2025 - 06:03
cpu,Consumable,vsc31786,1610.0 Hours,7599794.54 Hours,10358708.15 Hours,14350320.0 Hours,18/10/2025 - 00:00,19/10/2025 - 06:03
cpu,Consumable,vsc37824,273.79 Hours,32572.96 Hours,10357098.15 Hours,14350320.0 Hours,17/10/2025 - 00:00,18/10/2025 - 06:03
cpu,Consumable,vsc31786,4334.2 Hours,7598184.54 Hours,10356824.37 Hours,14350320.0 Hours,17/10/2025 - 00:00,18/10/2025 - 06:03
cpu,Consumable,vsc37549,485.42 Hours,342303.88 Hours,10352490.17 Hours,14350320.0 Hours,17/10/2025 - 00:00,18/10/2025 - 06:03
cpu,Consumable,vsc37824,144.04 Hours,32299.17 Hours,10352004.75 Hours,14350320.0 Hours,16/10/2025 - 00:00,17/10/2025 - 06:03
cpu,Consumable,vsc31786,59616.25 Hours,7593850.34 Hours,10351860.71 Hours,14350320.0 Hours,16/10/2025 - 00:00,17/10/2025 - 06:03
cpu,Consumable,vsc37549,1061.93 Hours,341818.46 Hours,10292244.46 Hours,14350320.0 Hours,16/10/2025 - 00:00,17/10/2025 - 06:03
cpu,Consumable,vsc33651,181.56 Hours,953211.39 Hours,10291182.53 Hours,14350320.0 Hours,15/10/2025 - 00:00,16/10/2025 - 06:03
cpu,Consumable,vsc37549,831.24 Hours,340756.53 Hours,10291000.98 Hours,14350320.0 Hours,15/10/2025 - 00:00,16/10/2025 - 06:03
cpu,Consumable,vsc31786,70111.84 Hours,7534234.09 Hours,10290169.74 Hours,14350320.0 Hours,15/10/2025 - 00:00,16/10/2025 - 06:03
cpu,Consumable,vsc31786,74.21 Hours,7464122.25 Hours,10220057.9 Hours,14350320.0 Hours,14/10/2025 - 00:00,15/10/2025 - 06:03
cpu,Consumable,vsc37824,354.09 Hours,32155.13 Hours,10219983.69 Hours,14350320.0 Hours,14/10/2025 - 00:00,15/10/2025 - 06:03
cpu,Consumable,vsc37549,490.91 Hours,339925.29 Hours,10219629.59 Hours,14350320.0 Hours,14/10/2025 - 00:00,15/10/2025 - 06:03
cpu,Consumable,vsc37824,342.95 Hours,31801.04 Hours,10219138.68 Hours,14350320.0 Hours,13/10/2025 - 00:00,14/10/2025 - 06:03
cpu,Consumable,vsc33669,0.24 Hours,49899.4 Hours,10218795.73 Hours,14350320.0 Hours,13/10/2025 - 00:00,14/10/2025 - 06:03
cpu,Consumable,vsc31786,50106.69 Hours,7464048.04 Hours,10218795.48 Hours,14350320.0 Hours,13/10/2025 - 00:00,14/10/2025 - 06:03
cpu,Consumable,vsc37549,8818.09 Hours,339434.38 Hours,10168688.79 Hours,14350320.0 Hours,13/10/2025 - 00:00,14/10/2025 - 06:03
cpu,Consumable,vsc31786,863.56 Hours,7413941.35 Hours,10159870.71 Hours,14350320.0 Hours,12/10/2025 - 00:00,13/10/2025 - 06:03
cpu,Consumable,vsc37824,1744.46 Hours,31458.09 Hours,10159007.15 Hours,14350320.0 Hours,11/10/2025 - 00:00,12/10/2025 - 06:03
cpu,Consumable,vsc31786,10130.1 Hours,7413077.79 Hours,10157262.69 Hours,14350320.0 Hours,11/10/2025 - 00:00,12/10/2025 - 06:03
cpu,Consumable,vsc37549,203.52 Hours,330616.29 Hours,10147132.59 Hours,14350320.0 Hours,10/10/2025 - 00:00,11/10/2025 - 06:03
cpu,Consumable,vsc31786,2532.34 Hours,7402947.7 Hours,10146929.07 Hours,14350320.0 Hours,10/10/2025 - 00:00,11/10/2025 - 06:03
cpu,Consumable,vsc37824,1267.1 Hours,29713.62 Hours,10144396.73 Hours,14350320.0 Hours,10/10/2025 - 00:00,11/10/2025 - 06:03
cpu,Consumable,vsc33651,768.04 Hours,953029.84 Hours,10143129.63 Hours,14350320.0 Hours,10/10/2025 - 00:00,11/10/2025 - 06:03
cpu,Consumable,vsc31786,280.85 Hours,7400415.36 Hours,10142361.59 Hours,14350320.0 Hours,09/10/2025 - 00:00,10/10/2025 - 06:03
cpu,Consumable,vsc37549,15.38 Hours,330412.77 Hours,10142080.74 Hours,14350320.0 Hours,09/10/2025 - 00:00,10/10/2025 - 06:03
cpu,Consumable,vsc33669,7.93 Hours,49899.16 Hours,10142065.36 Hours,14350320.0 Hours,09/10/2025 - 00:00,10/10/2025 - 06:03
cpu,Consumable,vsc37824,1432.51 Hours,28446.53 Hours,10142057.43 Hours,14350320.0 Hours,09/10/2025 - 00:00,10/10/2025 - 06:03
cpu,Consumable,vsc33651,220.76 Hours,952261.8 Hours,10140624.92 Hours,14350320.0 Hours,09/10/2025 - 00:00,10/10/2025 - 06:03
cpu,Consumable,vsc37824,288.95 Hours,27014.01 Hours,10140404.16 Hours,14350320.0 Hours,08/10/2025 - 00:00,09/10/2025 - 06:03
cpu,Consumable,vsc37549,419.42 Hours,330397.39 Hours,10140115.21 Hours,14350320.0 Hours,08/10/2025 - 00:00,09/10/2025 - 06:03
cpu,Consumable,vsc33651,768.13 Hours,952041.04 Hours,10139695.78 Hours,14350320.0 Hours,08/10/2025 - 00:00,09/10/2025 - 06:03
cpu,Consumable,vsc31786,1052.26 Hours,7400134.5 Hours,10138927.65 Hours,14350320.0 Hours,08/10/2025 - 00:00,09/10/2025 - 06:03
cpu,Consumable,vsc37824,4.58 Hours,26725.06 Hours,10137875.39 Hours,14350320.0 Hours,07/10/2025 - 00:00,08/10/2025 - 06:03
cpu,Consumable,vsc31786,3565.89 Hours,7399082.25 Hours,10137870.82 Hours,14350320.0 Hours,07/10/2025 - 00:00,08/10/2025 - 06:03
cpu,Consumable,vsc37549,8275.49 Hours,329977.96 Hours,10134304.93 Hours,14350320.0 Hours,07/10/2025 - 00:00,08/10/2025 - 06:03
cpu,Consumable,vsc37824,499.1 Hours,26720.49 Hours,10126029.44 Hours,14350320.0 Hours,06/10/2025 - 00:00,07/10/2025 - 06:03
cpu,Consumable,vsc33651,768.04 Hours,951272.91 Hours,10125530.34 Hours,14350320.0 Hours,06/10/2025 - 00:00,07/10/2025 - 06:03
cpu,Consumable,vsc31786,987.32 Hours,7395516.36 Hours,10124762.3 Hours,14350320.0 Hours,06/10/2025 - 00:00,07/10/2025 - 06:03
cpu,Consumable,vsc37549,120610.57 Hours,321702.47 Hours,10123774.98 Hours,14350320.0 Hours,06/10/2025 - 00:00,07/10/2025 - 06:03
cpu,Consumable,vsc31786,1520.61 Hours,7394529.04 Hours,10003164.41 Hours,14350320.0 Hours,05/10/2025 - 00:00,06/10/2025 - 06:03
cpu,Consumable,vsc37824,151.96 Hours,26221.39 Hours,10001643.8 Hours,14350320.0 Hours,05/10/2025 - 00:00,06/10/2025 - 06:03
cpu,Consumable,vsc37549,14637.08 Hours,201091.9 Hours,10001491.84 Hours,14350320.0 Hours,05/10/2025 - 00:00,06/10/2025 - 06:03
cpu,Consumable,vsc37549,220.77 Hours,186454.82 Hours,9986854.76 Hours,14350320.0 Hours,04/10/2025 - 00:00,05/10/2025 - 06:03
cpu,Consumable,vsc31786,24428.45 Hours,7393008.43 Hours,9986633.99 Hours,14350320.0 Hours,04/10/2025 - 00:00,05/10/2025 - 06:03
cpu,Consumable,vsc37824,144.19 Hours,26069.42 Hours,9962205.54 Hours,14350320.0 Hours,03/10/2025 - 00:00,04/10/2025 - 06:03
cpu,Consumable,vsc31786,70240.55 Hours,7368579.97 Hours,9962061.34 Hours,14350320.0 Hours,03/10/2025 - 00:00,04/10/2025 - 06:03
cpu,Consumable,vsc37549,181814.47 Hours,186234.05 Hours,9891820.79 Hours,14350320.0 Hours,03/10/2025 - 00:00,04/10/2025 - 06:03
cpu,Consumable,vsc31786,106.6 Hours,7298339.43 Hours,9710006.33 Hours,14350320.0 Hours,02/10/2025 - 00:00,03/10/2025 - 06:03
cpu,Consumable,vsc37824,144.19 Hours,25925.23 Hours,9709899.73 Hours,14350320.0 Hours,02/10/2025 - 00:00,03/10/2025 - 06:03
cpu,Consumable,vsc37549,716.99 Hours,4419.58 Hours,9709755.54 Hours,14350320.0 Hours,02/10/2025 - 00:00,03/10/2025 - 06:03
cpu,Consumable,vsc37549,135.55 Hours,3702.6 Hours,9709038.55 Hours,14350320.0 Hours,01/10/2025 - 00:00,02/10/2025 - 06:03
cpu,Consumable,vsc37824,144.18 Hours,25781.04 Hours,9708903.0 Hours,14350320.0 Hours,01/10/2025 - 00:00,02/10/2025 - 06:03
cpu,Consumable,vsc31786,546.93 Hours,7298232.83 Hours,9708758.82 Hours,14350320.0 Hours,01/10/2025 - 00:00,02/10/2025 - 06:03
cpu,Consumable,vsc33669,67.52 Hours,49891.23 Hours,9708211.89 Hours,14350320.0 Hours,01/10/2025 - 00:00,02/10/2025 - 06:03
cpu,Consumable,vsc37824,144.14 Hours,25636.86 Hours,9708144.37 Hours,14350320.0 Hours,30/09/2025 - 00:00,01/10/2025 - 06:03
cpu,Consumable,vsc37549,101.02 Hours,3567.05 Hours,9708000.23 Hours,14350320.0 Hours,30/09/2025 - 00:00,01/10/2025 - 06:03
cpu,Consumable,vsc33651,768.09 Hours,950504.87 Hours,9707899.21 Hours,14350320.0 Hours,30/09/2025 - 00:00,01/10/2025 - 06:03
cpu,Consumable,vsc31786,22161.13 Hours,7297685.9 Hours,9707131.12 Hours,14350320.0 Hours,30/09/2025 - 00:00,01/10/2025 - 06:03
cpu,Consumable,vsc31786,16.6 Hours,7275524.77 Hours,9684969.99 Hours,14350320.0 Hours,29/09/2025 - 00:00,30/09/2025 - 06:03
cpu,Consumable,vsc37824,175.63 Hours,25492.72 Hours,9684953.38 Hours,14350320.0 Hours,29/09/2025 - 00:00,30/09/2025 - 06:03
cpu,Consumable,vsc33669,3.03 Hours,49823.71 Hours,9684777.76 Hours,14350320.0 Hours,29/09/2025 - 00:00,30/09/2025 - 06:03
cpu,Consumable,vsc37549,21.01 Hours,3466.03 Hours,9684774.73 Hours,14350320.0 Hours,29/09/2025 - 00:00,30/09/2025 - 06:03
cpu,Consumable,vsc37549,2679.78 Hours,3445.02 Hours,9684753.72 Hours,14350320.0 Hours,28/09/2025 - 00:00,29/09/2025 - 06:03
cpu,Consumable,vsc31786,6070.1 Hours,7275508.17 Hours,9682073.94 Hours,14350320.0 Hours,28/09/2025 - 00:00,29/09/2025 - 06:03
cpu,Consumable,vsc33651,1039.43 Hours,949736.78 Hours,9676003.84 Hours,14350320.0 Hours,27/09/2025 - 00:00,28/09/2025 - 06:03
cpu,Consumable,vsc31786,1824.36 Hours,7269438.06 Hours,9674964.41 Hours,14350320.0 Hours,27/09/2025 - 00:00,28/09/2025 - 06:03
cpu,Consumable,vsc37824,3.88 Hours,25317.09 Hours,9673140.05 Hours,14350320.0 Hours,26/09/2025 - 00:00,27/09/2025 - 06:03
cpu,Consumable,vsc33669,0.04 Hours,49820.68 Hours,9673136.17 Hours,14350320.0 Hours,26/09/2025 - 00:00,27/09/2025 - 06:03
cpu,Consumable,vsc37549,722.8 Hours,765.23 Hours,9673136.13 Hours,14350320.0 Hours,26/09/2025 - 00:00,27/09/2025 - 06:03
cpu,Consumable,vsc31786,20172.42 Hours,7267613.71 Hours,9672413.32 Hours,14350320.0 Hours,26/09/2025 - 00:00,27/09/2025 - 06:03
cpu,Consumable,vsc33651,9871.47 Hours,948697.35 Hours,9652240.9 Hours,14350320.0 Hours,26/09/2025 - 00:00,27/09/2025 - 06:03
cpu,Consumable,vsc37549,18.32 Hours,42.43 Hours,9642369.43 Hours,14350320.0 Hours,25/09/2025 - 00:00,26/09/2025 - 06:04
cpu,Consumable,vsc37824,153.97 Hours,25313.21 Hours,9642351.11 Hours,14350320.0 Hours,25/09/2025 - 00:00,26/09/2025 - 06:04
cpu,Consumable,vsc31786,3089.89 Hours,7247441.29 Hours,9642197.14 Hours,14350320.0 Hours,25/09/2025 - 00:00,26/09/2025 - 06:03
cpu,Consumable,vsc37549,24.11 Hours,24.11 Hours,9639107.25 Hours,14350320.0 Hours,24/09/2025 - 00:00,25/09/2025 - 06:03
cpu,Consumable,vsc37824,151.25 Hours,25159.23 Hours,9639083.14 Hours,14350320.0 Hours,24/09/2025 - 00:00,25/09/2025 - 06:03
cpu,Consumable,vsc31786,553.06 Hours,7244351.4 Hours,9638931.89 Hours,14350320.0 Hours,24/09/2025 - 00:00,25/09/2025 - 06:03
cpu,Consumable,vsc33669,1.0 Hours,49820.64 Hours,9638378.83 Hours,14350320.0 Hours,23/09/2025 - 00:00,24/09/2025 - 06:03
cpu,Consumable,vsc37824,173.44 Hours,25007.98 Hours,9638377.83 Hours,14350320.0 Hours,23/09/2025 - 00:00,24/09/2025 - 06:03
cpu,Consumable,vsc31786,6687.2 Hours,7243798.34 Hours,9638204.4 Hours,14350320.0 Hours,23/09/2025 - 00:00,24/09/2025 - 06:03
cpu,Consumable,vsc33651,9217.54 Hours,938825.88 Hours,9631517.19 Hours,14350320.0 Hours,23/09/2025 - 00:00,24/09/2025 - 06:03
cpu,Consumable,vsc36674,0.6 Hours,136543.19 Hours,9622299.65 Hours,14350320.0 Hours,22/09/2025 - 00:00,23/09/2025 - 06:03
cpu,Consumable,vsc31786,638.58 Hours,7237111.14 Hours,9622299.05 Hours,14350320.0 Hours,22/09/2025 - 00:00,23/09/2025 - 06:03
cpu,Consumable,vsc37824,172.71 Hours,24834.55 Hours,9621660.47 Hours,14350320.0 Hours,22/09/2025 - 00:00,23/09/2025 - 06:03
cpu,Consumable,vsc33651,1923.73 Hours,929608.34 Hours,9621487.76 Hours,14350320.0 Hours,21/09/2025 - 00:00,22/09/2025 - 06:03
cpu,Consumable,vsc31786,1452.33 Hours,7236472.56 Hours,9619564.03 Hours,14350320.0 Hours,21/09/2025 - 00:00,22/09/2025 - 06:03
cpu,Consumable,vsc37824,1.1 Hours,24661.84 Hours,9618111.7 Hours,14350320.0 Hours,20/09/2025 - 00:00,21/09/2025 - 06:03
cpu,Consumable,vsc33651,617.57 Hours,927684.61 Hours,9618110.6 Hours,14350320.0 Hours,20/09/2025 - 00:00,21/09/2025 - 06:03
cpu,Consumable,vsc37824,162.48 Hours,24660.74 Hours,9617493.03 Hours,14350320.0 Hours,19/09/2025 - 00:00,20/09/2025 - 06:03
cpu,Consumable,vsc37824,383.86 Hours,24498.26 Hours,9617330.55 Hours,14350320.0 Hours,18/09/2025 - 00:00,19/09/2025 - 06:03
cpu,Consumable,vsc31786,2143.96 Hours,7235020.23 Hours,9616946.69 Hours,14350320.0 Hours,18/09/2025 - 00:00,19/09/2025 - 06:03
cpu,Consumable,vsc33651,3072.71 Hours,927067.04 Hours,9614802.73 Hours,14350320.0 Hours,18/09/2025 - 00:00,19/09/2025 - 06:03
cpu,Consumable,vsc31786,1091.02 Hours,7232876.28 Hours,9611730.02 Hours,14350320.0 Hours,17/09/2025 - 00:00,18/09/2025 - 06:03
cpu,Consumable,vsc37824,433.04 Hours,24114.4 Hours,9610639.0 Hours,14350320.0 Hours,17/09/2025 - 00:00,18/09/2025 - 06:03
cpu,Consumable,vsc31786,1.0 Hours,7231785.26 Hours,9610205.96 Hours,14350320.0 Hours,16/09/2025 - 00:00,17/09/2025 - 06:03
cpu,Consumable,vsc37824,136.33 Hours,23681.36 Hours,9610204.96 Hours,14350320.0 Hours,16/09/2025 - 00:00,17/09/2025 - 06:03
cpu,Consumable,vsc37824,144.09 Hours,23545.03 Hours,9610068.63 Hours,14350320.0 Hours,12/09/2025 - 00:00,13/09/2025 - 06:03
cpu,Consumable,vsc37824,288.14 Hours,23400.95 Hours,9609924.55 Hours,14350320.0 Hours,11/09/2025 - 00:00,12/09/2025 - 06:03
cpu,Consumable,vsc37824,144.05 Hours,23112.81 Hours,9609636.41 Hours,14350320.0 Hours,10/09/2025 - 00:00,11/09/2025 - 06:03
cpu,Consumable,vsc36674,32.14 Hours,136542.58 Hours,9609492.35 Hours,14350320.0 Hours,10/09/2025 - 00:00,11/09/2025 - 06:03
cpu,Consumable,vsc37824,260.67 Hours,22968.75 Hours,9609460.21 Hours,14350320.0 Hours,09/09/2025 - 00:00,10/09/2025 - 06:03
cpu,Consumable,vsc37824,2033.8 Hours,22708.09 Hours,9609199.55 Hours,14350320.0 Hours,08/09/2025 - 00:00,09/09/2025 - 06:03
cpu,Consumable,vsc34551,19.0 Hours,14266.4 Hours,9607165.75 Hours,14350320.0 Hours,07/09/2025 - 00:00,08/09/2025 - 06:03
cpu,Consumable,vsc34551,262.09 Hours,14247.4 Hours,9607146.74 Hours,14350320.0 Hours,06/09/2025 - 00:00,07/09/2025 - 06:03
cpu,Consumable,vsc33651,3840.96 Hours,923994.33 Hours,9606884.65 Hours,14350320.0 Hours,06/09/2025 - 00:00,07/09/2025 - 06:03
cpu,Consumable,vsc37824,1024.07 Hours,20674.29 Hours,9603043.69 Hours,14350320.0 Hours,06/09/2025 - 00:00,07/09/2025 - 06:03
cpu,Consumable,vsc34551,14.72 Hours,13985.31 Hours,9602019.62 Hours,14350320.0 Hours,05/09/2025 - 00:00,06/09/2025 - 06:03
cpu,Consumable,vsc37824,4353.37 Hours,19650.22 Hours,9602004.9 Hours,14350320.0 Hours,05/09/2025 - 00:00,06/09/2025 - 06:03
cpu,Consumable,vsc33651,3072.04 Hours,920153.37 Hours,9597651.54 Hours,14350320.0 Hours,05/09/2025 - 00:00,06/09/2025 - 06:03
cpu,Consumable,vsc34551,52.92 Hours,13970.59 Hours,9594579.5 Hours,14350320.0 Hours,04/09/2025 - 00:00,05/09/2025 - 06:03
cpu,Consumable,vsc36674,35.76 Hours,136510.44 Hours,9594526.58 Hours,14350320.0 Hours,04/09/2025 - 00:00,05/09/2025 - 06:03
cpu,Consumable,vsc37824,2048.68 Hours,15296.85 Hours,9594490.82 Hours,14350320.0 Hours,04/09/2025 - 00:00,05/09/2025 - 06:03
cpu,Consumable,vsc37824,144.06 Hours,13248.17 Hours,9592442.14 Hours,14350320.0 Hours,03/09/2025 - 00:00,04/09/2025 - 06:03
cpu,Consumable,vsc34551,474.17 Hours,13917.67 Hours,9592298.08 Hours,14350320.0 Hours,03/09/2025 - 00:00,04/09/2025 - 06:03
cpu,Consumable,vsc33651,3073.0 Hours,917081.33 Hours,9591823.92 Hours,14350320.0 Hours,03/09/2025 - 00:00,04/09/2025 - 06:03
cpu,Consumable,vsc34551,2.16 Hours,13443.5 Hours,9588750.92 Hours,14350320.0 Hours,02/09/2025 - 00:00,03/09/2025 - 06:03
cpu,Consumable,vsc37824,20.51 Hours,13104.11 Hours,9588748.76 Hours,14350320.0 Hours,02/09/2025 - 00:00,03/09/2025 - 06:03
cpu,Consumable,vsc33651,3072.96 Hours,914008.33 Hours,9588728.25 Hours,14350320.0 Hours,02/09/2025 - 00:00,03/09/2025 - 06:03
cpu,Consumable,vsc33651,96.17 Hours,910935.37 Hours,9585655.29 Hours,14350320.0 Hours,01/09/2025 - 00:00,02/09/2025 - 06:03
cpu,Consumable,vsc37824,147.64 Hours,13083.61 Hours,9585559.13 Hours,14350320.0 Hours,01/09/2025 - 00:00,02/09/2025 - 06:03
cpu,Consumable,vsc34551,449.34 Hours,13441.34 Hours,9585411.48 Hours,14350320.0 Hours,01/09/2025 - 00:00,02/09/2025 - 06:03
cpu,Consumable,vsc34551,134.25 Hours,12992.0 Hours,9584962.14 Hours,14350320.0 Hours,31/08/2025 - 00:00,01/09/2025 - 06:03
cpu,Consumable,vsc37824,384.89 Hours,12935.96 Hours,9584827.89 Hours,14350320.0 Hours,29/08/2025 - 00:00,30/08/2025 - 06:03
cpu,Consumable,vsc33651,3072.0 Hours,910839.21 Hours,9584443.0 Hours,14350320.0 Hours,29/08/2025 - 00:00,30/08/2025 - 06:03
cpu,Consumable,vsc34049,1.0 Hours,748795.28 Hours,9581371.0 Hours,14350320.0 Hours,28/08/2025 - 00:00,29/08/2025 - 06:03
cpu,Consumable,vsc37824,609.32 Hours,12551.08 Hours,9581370.0 Hours,14350320.0 Hours,28/08/2025 - 00:00,29/08/2025 - 06:03
cpu,Consumable,vsc33651,4057.35 Hours,907767.21 Hours,9580760.67 Hours,14350320.0 Hours,28/08/2025 - 00:00,29/08/2025 - 06:03
cpu,Consumable,vsc37824,540.12 Hours,11941.76 Hours,9576703.32 Hours,14350320.0 Hours,27/08/2025 - 00:00,28/08/2025 - 06:03
cpu,Consumable,vsc35702,1.69 Hours,396815.57 Hours,9576163.21 Hours,14350320.0 Hours,27/08/2025 - 00:00,28/08/2025 - 06:03
cpu,Consumable,vsc36674,384.78 Hours,136474.68 Hours,9576161.52 Hours,14350320.0 Hours,27/08/2025 - 00:00,28/08/2025 - 06:03
cpu,Consumable,vsc33651,5775.13 Hours,903709.85 Hours,9575776.74 Hours,14350320.0 Hours,27/08/2025 - 00:00,28/08/2025 - 06:03
cpu,Consumable,vsc36674,128.23 Hours,136089.9 Hours,9570001.61 Hours,14350320.0 Hours,26/08/2025 - 00:00,27/08/2025 - 06:03
cpu,Consumable,vsc34551,1.02 Hours,12857.75 Hours,9569873.38 Hours,14350320.0 Hours,26/08/2025 - 00:00,27/08/2025 - 06:03
cpu,Consumable,vsc33651,216.41 Hours,897934.72 Hours,9569872.36 Hours,14350320.0 Hours,26/08/2025 - 00:00,27/08/2025 - 06:03
cpu,Consumable,vsc37824,1957.14 Hours,11401.64 Hours,9569655.95 Hours,14350320.0 Hours,26/08/2025 - 00:00,27/08/2025 - 06:03
cpu,Consumable,vsc33651,320.62 Hours,897718.32 Hours,9567698.81 Hours,14350320.0 Hours,25/08/2025 - 00:00,26/08/2025 - 06:03
cpu,Consumable,vsc37824,3374.17 Hours,9444.5 Hours,9567378.19 Hours,14350320.0 Hours,25/08/2025 - 00:00,26/08/2025 - 06:03
cpu,Consumable,vsc36674,9216.92 Hours,135961.67 Hours,9564004.02 Hours,14350320.0 Hours,25/08/2025 - 00:00,26/08/2025 - 06:03
cpu,Consumable,vsc37824,609.65 Hours,6070.32 Hours,9554787.09 Hours,14350320.0 Hours,24/08/2025 - 00:00,25/08/2025 - 06:03
cpu,Consumable,vsc34551,134.61 Hours,12856.73 Hours,9554177.44 Hours,14350320.0 Hours,23/08/2025 - 00:00,24/08/2025 - 06:03
cpu,Consumable,vsc33651,256.43 Hours,897397.7 Hours,9554042.83 Hours,14350320.0 Hours,23/08/2025 - 00:00,24/08/2025 - 06:03
cpu,Consumable,vsc36674,384.5 Hours,126744.75 Hours,9553786.4 Hours,14350320.0 Hours,23/08/2025 - 00:00,24/08/2025 - 06:03
cpu,Consumable,vsc33651,256.37 Hours,897141.27 Hours,9553401.9 Hours,14350320.0 Hours,22/08/2025 - 00:00,23/08/2025 - 06:03
cpu,Consumable,vsc37824,338.98 Hours,5460.67 Hours,9553145.53 Hours,14350320.0 Hours,22/08/2025 - 00:00,23/08/2025 - 06:03
